date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:57:34	39633/39633	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:32%20GMT	https://read-claymore-online.com/manga/claymore-chapter-117/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-117/index.html	(from https://read-claymore-online.com/)
02:57:34	38851/38851	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:32%20GMT	https://read-claymore-online.com/manga/claymore-chapter-116/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-116/index.html	(from https://read-claymore-online.com/)
02:57:34	39633/39633	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:32%20GMT	https://read-claymore-online.com/manga/claymore-chapter-115/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-115/index.html	(from https://read-claymore-online.com/)
02:57:34	39280/39280	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:32%20GMT	https://read-claymore-online.com/manga/claymore-chapter-114/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-114/index.html	(from https://read-claymore-online.com/)
02:57:35	38487/38487	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:33%20GMT	https://read-claymore-online.com/manga/claymore-chapter-113/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-113/index.html	(from https://read-claymore-online.com/)
02:57:35	40049/40049	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:33%20GMT	https://read-claymore-online.com/manga/claymore-chapter-112/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-112/index.html	(from https://read-claymore-online.com/)
02:57:36	36426/36426	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:34%20GMT	https://read-claymore-online.com/manga/claymore-chapter-111/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-111/index.html	(from https://read-claymore-online.com/)
02:57:36	40857/40857	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:34%20GMT	https://read-claymore-online.com/manga/claymore-chapter-110/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-110/index.html	(from https://read-claymore-online.com/)
02:57:36	40049/40049	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:34%20GMT	https://read-claymore-online.com/manga/claymore-chapter-109/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-109/index.html	(from https://read-claymore-online.com/)
02:57:37	39269/39269	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:35%20GMT	https://read-claymore-online.com/manga/claymore-chapter-108/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-108/index.html	(from https://read-claymore-online.com/)
